cluster,player,season,hits,homeruns,age
13,samueju01,1987,178,28,27
13,tartada01,1987,180,34,25
13,cansejo01,1988,187,42,24
13,galaran01,1988,184,29,27
13,sandbry01,1989,176,30,30
13,bonilbo01,1990,175,32,27
13,gantro01,1990,174,32,25
13,sandbry01,1990,188,40,31
13,willima04,1990,171,33,25
13,cartejo01,1991,174,33,31
13,thomafr04,1991,178,32,23
13,sheffga01,1992,184,33,24
13,belleal01,1993,172,38,27
13,bondsba01,1993,181,46,29
13,griffke02,1993,180,45,24
13,palmera01,1993,176,37,29
13,piazzmi01,1993,174,35,25
13,thomafr04,1993,174,41,25
13,willima04,1993,170,38,28
13,belleal01,1995,173,50,29
13,martied01,1995,182,29,32
13,palmera01,1995,172,39,31
13,salmoti01,1995,177,34,27
13,anderbr01,1996,172,50,32
13,bagweje01,1996,179,31,28
13,belleal01,1996,187,48,30
13,berroge01,1996,170,36,31
13,caminke01,1996,178,40,33
13,gilkebe01,1996,181,30,30
13,gonzaju03,1996,170,47,27
13,jonesch06,1996,185,30,24
13,mcgrifr01,1996,182,28,33
13,palmera01,1996,181,39,32
13,piazzmi01,1996,184,36,28
13,ramirma02,1996,170,33,24
13,thomafr04,1996,184,40,28
13,belleal01,1997,174,30,31
13,castivi02,1997,186,40,30
13,griffke02,1997,185,56,28
13,martied01,1997,179,28,34
13,martiti02,1997,176,44,30
13,salmoti01,1997,172,33,29
13,thomafr04,1997,184,35,29
13,aloumo01,1998,182,38,32
13,clarkto02,1998,175,34,26
13,galaran01,1998,169,44,37
13,greensh01,1998,175,35,26
13,griffke02,1998,180,56,29
13,jonesch06,1998,188,34,26
13,martied01,1998,179,29,35
13,palmera01,1998,183,43,34
13,ramirma02,1998,168,45,26
13,rolensc01,1998,174,31,23
13,bagweje01,1999,171,42,31
13,belleal01,1999,181,37,33
13,bellja01,1999,170,38,34
13,bicheda01,1999,177,34,36
13,castivi02,1999,169,33,32
13,dyeje01,1999,179,27,25
13,giambja01,1999,181,33,28
13,gonzaju03,1999,183,39,30
13,griffke02,1999,173,48,30
13,heltoto01,1999,185,35,26
13,jonesch06,1999,181,45,27
13,karroer01,1999,176,34,32
13,ordonma01,1999,188,30,25
13,palmera01,1999,183,47,35
13,ramirma02,1999,174,44,27
13,sosasa01,1999,180,63,31
13,venturo01,1999,177,32,32
13,anderga01,2000,185,35,28
13,bagweje01,2000,183,47,32
13,giambja01,2000,170,43,29
13,gilesbr02,2000,176,35,29
13,hidalri01,2000,175,44,25
13,higgibo02,2000,179,30,30
13,jonesch06,2000,180,36,28
13,martied01,2000,180,37,37
13,ordonma01,2000,185,32,26
13,rodrial01,2000,175,41,25
13,bagweje01,2001,173,39,33
13,floydcl01,2001,176,31,29
13,giambja01,2001,178,38,30
13,gilesbr02,2001,178,37,30
13,gonzaju03,2001,173,35,32
13,greensh01,2001,184,49,29
13,guerrvl01,2001,184,34,26
13,ordonma01,2001,181,31,27
13,ramirar01,2001,181,34,23
13,sosasa01,2001,189,64,33
13,walkela01,2001,174,38,35
13,berkmla01,2002,169,42,26
13,giambja01,2002,176,41,31
13,heltoto01,2002,182,30,29
13,pujolal01,2002,185,34,22
13,rodrial01,2002,187,57,27
13,bagweje01,2003,168,39,35
13,boonebr01,2003,183,35,34
13,delgaca01,2003,172,42,31
13,leeca01,2003,181,31,27
13,paytoja01,2003,181,28,31
13,ramirma02,2003,185,37,31
13,rodrial01,2003,181,47,28
13,wilsopr01,2003,169,36,29
13,abreubo01,2004,173,30,30
13,aloumo01,2004,176,39,38
13,blaloha01,2004,172,32,24
13,cabremi01,2004,177,33,21
13,huffau01,2004,178,29,28
13,leeca01,2004,180,31,28
13,matsuhi01,2004,174,31,30
13,ortizda01,2004,175,41,29
13,ramirar01,2004,174,36,26
13,ramirma02,2004,175,43,32
13,rodrial01,2004,172,36,29
13,bayja01,2005,183,32,27
13,ortizda01,2005,180,47,30
13,sheffga01,2005,170,34,37
13,soriaal01,2005,171,36,29
13,berkmla01,2006,169,45,30
13,dyeje01,2006,170,44,32
13,howarry01,2006,182,58,27
13,ibanera01,2006,181,33,34
13,konerpa01,2006,177,35,30
13,pujolal01,2006,177,49,26
13,ramirar01,2006,173,38,28
13,soriaal01,2006,179,46,30
13,teixema01,2006,177,33,26
13,wellsve01,2006,185,32,28
13,wrighda03,2006,181,26,24
13,cabremi01,2007,188,34,24
13,gonzaad01,2007,182,30,25
13,ortizda01,2007,182,35,32
13,phillbr01,2007,187,30,26
13,pujolal01,2007,185,32,27
13,rodrial01,2007,183,54,32
13,soriaal01,2007,173,33,31
13,braunry02,2008,174,37,25
13,cabremi01,2008,180,37,25
13,dyeje01,2008,172,34,34
13,gonzaad01,2008,172,36,26
13,huffau01,2008,182,32,32
13,pujolal01,2008,187,37,28
13,ramirha01,2008,177,33,25
13,sizemgr01,2008,170,33,26
13,utleych01,2008,177,33,30
13,fieldpr01,2009,177,46,25
13,howarry01,2009,172,45,30
13,kempma01,2009,180,26,25
13,lindad01,2009,179,35,26
13,moralke01,2009,173,34,26
13,pujolal01,2009,186,47,29
13,teixema01,2009,178,39,29
13,zimmery01,2009,178,33,25
13,cabremi01,2010,180,38,27
13,gonzaad01,2010,176,31,28
13,guerrvl01,2010,178,29,35
13,hamiljo03,2010,186,32,29
13,konerpa01,2010,171,39,34
13,pujolal01,2010,183,42,30
13,ugglada01,2010,169,33,30
13,vottojo01,2010,177,37,27
13,weeksri01,2010,175,29,28
13,braunry02,2011,187,33,28
13,fieldpr01,2011,170,38,27
13,pujolal01,2011,173,37,31
13,uptonju01,2011,171,31,24
13,vottojo01,2011,185,29,28
13,fieldpr01,2012,182,30,28
13,headlch01,2012,173,31,28
13,jonesad01,2012,186,32,27
13,pujolal01,2012,173,30,32
13,troutmi01,2012,182,30,21
13,davisch02,2013,167,53,27
13,goldspa01,2013,182,36,26
13,jonesad01,2013,186,33,28
13,pencehu01,2013,178,27,30
13,abreujo02,2014,176,36,27
13,jonesad01,2014,181,29,29
13,martivi01,2014,188,32,36
13,troutmi01,2014,173,36,23
19,bowala01,1980,144,2,35
19,brookto01,1980,140,10,27
19,ceronri01,1980,144,14,26
19,driesda01,1980,139,14,29
19,garneph01,1980,142,5,31
19,hendest01,1980,149,8,28
19,howelro02,1980,142,10,27
19,landrke01,1980,136,7,26
19,lefloro01,1980,134,4,32
19,lopesda01,1980,139,10,35
19,maddoga01,1980,142,11,31
19,madlobi01,1980,137,10,29
19,mcraeha01,1980,145,14,35
19,meyerda01,1980,146,11,28
19,molitpa01,1980,137,9,24
19,ortajo01,1980,140,10,30
19,peterri01,1980,139,2,25
19,randlle01,1980,135,5,31
19,reitzke01,1980,141,8,29
19,smallro02,1980,135,12,28
19,smithoz01,1980,140,0,26
19,staplda01,1980,144,7,26
19,sundbji01,1980,138,10,29
19,wathajo01,1980,138,6,31
19,watsobo01,1980,144,13,34
19,whitefr01,1980,148,7,30
19,youngjo02,1980,142,8,29
19,henderi01,1981,135,6,23
19,lansfca01,1981,134,4,24
19,rosepe01,1981,140,0,40
19,wilsowi02,1981,133,1,26
19,bernato01,1982,138,11,26
19,berrada01,1982,139,10,26
19,bumbral01,1982,147,5,35
19,cedence01,1982,142,8,31
19,cruzju01,1982,133,8,28
19,fostege01,1982,136,13,34
19,griffke01,1982,134,12,32
19,henderi01,1982,143,10,24
19,lansfca01,1982,145,11,25
19,mumphje01,1982,143,9,30
19,oberkke01,1982,136,2,26
19,oestero01,1982,143,9,26
19,otisam01,1982,136,11,35
19,penato01,1982,147,11,25
19,puhlte01,1982,133,8,26
19,richage01,1982,149,3,29
19,russebi01,1982,136,3,34
19,singlke01,1982,141,14,35
19,speiech01,1982,136,7,32
19,staplda01,1982,142,14,28
19,templga01,1982,139,6,26
19,thondi01,1982,137,3,24
19,trillma01,1982,149,0,32
19,wrighge03,1982,147,11,24
19,berrada01,1983,135,10,27
19,bowala01,1983,133,2,38
19,brookhu01,1983,147,5,27
19,doranbi02,1983,145,8,25
19,griffke01,1983,140,11,33
19,hargrmi01,1983,134,3,34
19,harrato01,1983,140,9,35
19,hubbagl01,1983,136,12,26
19,lawru01,1983,142,3,27
19,moorech02,1983,150,2,30
19,oberkke01,1983,143,3,27
19,oestero01,1983,145,11,27
19,puhlte01,1983,136,8,27
19,smithoz01,1983,134,3,29
19,staplda01,1983,134,10,29
19,washicl01,1983,138,9,29
19,whitefr01,1983,143,11,33
19,wiggial01,1983,139,0,25
19,wilsogl01,1983,135,11,25
19,barrema02,1984,144,3,26
19,cabelen01,1984,135,8,35
19,collida02,1984,136,2,32
19,dernibo01,1984,149,3,27
19,doranbi02,1984,143,4,26
19,matthga01,1984,143,14,34
19,oestero01,1984,134,3,28
19,puhlte01,1984,135,9,28
19,reynocr01,1984,137,6,32
19,saxst01,1984,138,1,24
19,sheripa01,1984,136,8,27
19,tablepa01,1984,137,10,26
19,vukovge01,1984,133,9,28
19,backmwa01,1985,142,1,26
19,barrema02,1985,142,5,27
19,bernato01,1985,137,11,29
19,conceda01,1985,141,7,37
19,duncama01,1985,137,6,22
19,gantnji01,1985,133,5,32
19,guilloz01,1985,134,1,21
19,kennete02,1985,139,10,29
19,lacyle01,1985,144,9,37
19,lawva01,1985,138,10,29
19,penato01,1985,136,10,28
19,pendlte01,1985,134,5,25
19,ramirra01,1985,141,5,27
19,randowi01,1985,137,5,31
19,santara01,1985,136,1,27
19,saxst01,1985,136,1,25
19,simmote01,1985,144,12,36
19,smithoz01,1985,148,6,31
19,colemvi01,1986,139,0,25
19,coopece01,1986,140,12,37
19,cruzjo01,1986,133,10,39
19,davisch01,1986,146,13,26
19,gantnji01,1986,136,7,33
19,guilloz01,1986,137,2,22
19,herrto01,1986,141,2,30
19,knighra01,1986,145,11,34
19,lacyle01,1986,141,11,38
19,oberkke01,1986,136,5,30
19,oestero01,1986,135,8,30
19,penato01,1986,147,10,29
19,pendlte01,1986,138,1,26
19,pettiga01,1986,139,5,28
19,randowi01,1986,136,5,32
19,smithlo01,1986,146,8,31
19,smithoz01,1986,144,0,32
19,thompro01,1986,149,7,24
19,upshawi01,1986,144,9,29
19,bonilbo01,1987,140,15,24
19,bragggl01,1987,136,13,25
19,breamsi01,1987,142,13,27
19,herrto01,1987,134,2,31
19,knighra01,1987,144,14,35
19,martida01,1987,134,8,23
19,oberkke01,1987,142,3,31
19,perryge01,1987,144,12,27
19,randowi01,1987,137,7,33
19,reynoha01,1987,146,1,27
19,alomaro01,1988,145,9,20
19,basske01,1988,138,14,29
19,dunstsh01,1988,143,9,25
19,fletcsc01,1988,142,0,30
19,gantnji01,1988,149,0,35
19,gracema01,1988,144,7,24
19,guilloz01,1988,148,0,24
19,hallme01,1988,144,6,28
19,hatchbi01,1988,142,7,28
19,jacobbr01,1988,133,9,29
19,larkige01,1988,135,8,26
19,penato01,1988,133,10,31
19,saboch01,1988,146,11,26
19,washicl01,1988,140,11,34
19,youngge02,1988,148,0,24
19,brookhu01,1989,145,14,33
19,caminke01,1989,149,10,26
19,colemvi01,1989,143,2,28
19,colesda01,1989,135,10,27
19,eisenji01,1989,139,9,30
19,espinal01,1989,142,0,27
19,fernato01,1989,147,11,27
19,gladdda01,1989,136,8,32
19,hamilje01,1989,134,12,25
19,jacobbr01,1989,141,13,30
19,kellyro01,1989,133,9,25
19,lindjo01,1989,134,2,25
19,obriepe03,1989,144,12,31
19,raineti01,1989,148,9,30
19,waltoje01,1989,139,5,24
19,bellja01,1990,148,7,25
19,brownje01,1990,137,6,24
19,colemvi01,1990,145,6,29
19,deshide01,1990,144,4,21
19,duncama01,1990,133,10,27
19,eisenji01,1990,139,5,31
19,gladdda01,1990,147,5,33
19,guerrpe01,1990,140,13,34
19,guilloz01,1990,144,1,26
19,harpebr01,1990,141,6,31
19,hatchbi01,1990,139,5,30
19,hayesch01,1990,145,10,25
19,lansfca01,1990,136,3,33
19,lindjo01,1990,134,1,26
19,magadda01,1990,148,6,28
19,martied01,1990,147,11,27
19,phillto02,1990,144,8,31
19,quintca01,1990,147,7,25
19,sheffga01,1990,143,10,22
19,smithlo01,1990,142,9,35
19,thondi01,1990,141,8,32
19,treadje01,1990,134,11,27
19,caminke01,1991,145,13,28
19,deshide01,1991,134,10,22
19,gantnji01,1991,149,2,38
19,grissma02,1991,149,6,24
19,guilloz01,1991,143,3,27
19,harpebr01,1991,137,10,32
19,lankfra01,1991,142,9,24
19,lindjo01,1991,133,3,27
19,orsuljo01,1991,135,5,29
19,quintca01,1991,141,11,26
19,randowi01,1991,141,0,37
19,surhobj01,1991,146,5,27
19,thondi01,1991,136,9,33
19,walkela01,1991,141,16,25
19,boggswa01,1992,133,7,34
19,hamilda02,1992,140,5,28
19,mcgeewi01,1992,141,1,34
19,nixonot01,1992,134,2,33
19,offerjo01,1992,139,1,24
19,reedjo01,1992,136,3,30
19,saxst01,1992,134,4,32
19,seitzke01,1992,146,5,30
19,sierrru01,1992,139,14,27
19,vizquom01,1992,142,0,25
19,yountro01,1992,147,8,37
19,bordimi01,1993,136,3,28
19,caminke01,1993,142,13,30
19,carrch02,1993,147,4,26
19,cedenan01,1993,143,11,24
19,clarkwi02,1993,139,14,29
19,coopesc01,1993,147,9,26
19,deshide01,1993,142,2,24
19,duncama01,1993,140,11,30
19,finlest01,1993,145,8,28
19,fletcsc01,1993,137,5,35
19,garcica01,1993,147,12,26
19,hatchbi01,1993,146,9,33
19,lansimi01,1993,141,3,25
19,macksh01,1993,139,10,30
19,mayde01,1993,137,10,25
19,mcgeewi01,1993,143,4,35
19,merceor01,1993,140,8,27
19,sandbry01,1993,141,9,34
19,snydeco02,1993,137,11,31
19,spraged02,1993,142,12,26
19,vizquom01,1993,143,2,26
19,weisswa01,1993,133,1,30
19,biggicr01,1994,139,6,29
19,grissma02,1994,137,11,27
19,knoblch01,1994,139,5,26
19,morriha02,1994,146,10,29
19,ripkeca01,1994,140,13,34
19,bellja01,1995,139,13,30
19,boggswa01,1995,149,5,37
19,cordewi01,1995,147,10,24
19,dunstsh01,1995,141,14,32
19,gatesbr01,1995,133,5,25
19,goodwto01,1995,138,4,27
19,greenmi01,1995,143,15,32
19,grissma02,1995,142,12,28
19,hayesch01,1995,146,11,30
19,jeffegr01,1995,147,11,28
19,joynewa01,1995,144,12,33
19,loftoke01,1995,149,7,28
19,molitpa01,1995,142,15,39
19,moranmi01,1995,140,6,29
19,naehrti01,1995,133,10,28
19,olerujo01,1995,143,8,27
19,raineti01,1995,143,12,36
19,vizcajo01,1995,146,3,27
19,vizquom01,1995,144,6,28
19,whitero02,1995,140,13,23
19,claytro01,1996,136,6,26
19,damonjo01,1996,140,6,23
19,disarga01,1996,137,5,29
19,duncama01,1996,136,8,33
19,francju01,1996,139,14,38
19,goodwto01,1996,148,1,28
19,hollato01,1996,139,12,23
19,huntebr02,1996,145,5,25
19,lewisma01,1996,147,11,27
19,martida01,1996,140,10,32
19,mearepa01,1996,138,8,28
19,moranmi01,1996,135,3,30
19,nixonot01,1996,142,1,37
19,renteed01,1996,133,5,20
19,weisswa01,1996,146,8,33
19,alomaro01,1997,137,14,29
19,disarga01,1997,135,4,30
19,glanvdo01,1997,142,4,27
19,gonzalu01,1997,142,10,30
19,grissma02,1997,146,12,30
19,kendaja01,1997,143,8,23
19,martida01,1997,144,12,33
19,randajo01,1997,134,7,28
19,stockke01,1997,134,4,27
19,tuckemi01,1997,141,14,26
19,verasqu01,1997,143,3,26
19,willige02,1997,143,10,31
19,baergca01,1998,136,7,30
19,cairomi01,1998,138,5,24
19,corajo01,1998,147,6,33
19,foxan01,1998,139,9,27
19,fullmbr01,1998,138,13,23
19,gonzaal01,1998,136,13,25
19,grissma02,1998,147,10,31
19,jeffegr01,1998,142,8,31
19,loretma01,1998,137,6,27
19,mearepa01,1998,141,9,30
19,molitpa01,1998,141,4,42
19,morriha02,1998,146,1,33
19,nixonot01,1998,133,1,39
19,renteed01,1998,146,3,22
19,stewash01,1998,144,12,24
19,verasqu01,1998,138,6,27
19,allench01,1999,133,10,24
19,belliro01,1999,135,8,24
19,cairomi01,1999,137,3,25
19,castilu01,1999,147,0,24
19,cedenro01,1999,142,4,25
19,gwynnto01,1999,139,10,39
19,henderi01,1999,138,12,41
19,kotsama01,1999,134,8,24
19,loftoke01,1999,140,7,32
19,martida01,1999,146,6,35
19,mcewijo01,1999,141,9,27
19,ordonre01,1999,134,1,28
19,sanchre01,1999,141,2,32
19,verasqu01,1999,133,6,28
19,walketo04,1999,148,6,26
19,ausmubr01,2000,139,7,31
19,benarma01,2000,147,12,29
19,furcara01,2000,134,4,23
19,gracema01,2000,143,11,36
19,grissma02,2000,145,14,33
19,koskico01,2000,142,9,27
19,lambmi01,2000,137,6,25
19,morriwa02,2000,137,3,26
19,sanchre01,2000,139,1,33
19,velarra01,2000,135,12,38
19,vinafe01,2000,146,4,31
19,castilu01,2001,141,2,26
19,easleda01,2001,146,11,32
19,gracema01,2001,142,15,37
19,grievbe01,2001,143,11,25
19,grudzma01,2001,146,13,31
19,guzmacr01,2001,149,10,23
19,lugoju01,2001,135,10,26
19,offerjo01,2001,140,9,33
19,zeileto01,2001,141,10,36
19,anderma02,2002,139,8,28
19,cabreor01,2002,148,7,28
19,cedenro01,2002,133,7,28
19,coxst01,2002,142,16,28
19,cruzde01,2002,135,7,30
19,grudzma01,2002,145,9,32
19,karroer01,2002,142,13,35
19,kennead01,2002,148,7,26
19,leetr01,2002,142,13,27
19,longte01,2002,141,16,26
19,spiezsc01,2002,140,12,30
19,uribeju01,2002,136,6,23
19,wilsoja02,2002,133,4,25
19,younger01,2002,139,3,35
19,aurilri01,2003,140,13,32
19,burrose01,2003,148,7,23
19,catalfr01,2003,146,13,29
19,cintral01,2003,142,13,25
19,coninje01,2003,143,15,37
19,cruzde01,2003,137,14,31
19,ellisma01,2003,137,9,26
19,guzmacr01,2003,143,3,25
19,hattesc01,2003,137,12,34
19,izturce01,2003,140,1,23
19,koskico01,2003,137,14,30
19,mientdo01,2003,146,11,29
19,olerujo01,2003,145,10,35
19,polanpl01,2003,142,14,28
19,wiggity01,2003,146,11,26
19,wilsoja02,2003,143,9,26
19,berroan01,2004,134,8,26
19,chaveen01,2004,139,5,26
19,cintral01,2004,148,4,26
19,erstada01,2004,146,7,30
19,estrajo01,2004,145,9,28
19,freelry01,2004,140,3,28
19,hinsker01,2004,140,15,27
19,johnsre02,2004,145,10,28
19,randajo01,2004,139,8,35
19,tracych01,2004,137,8,24
19,bellda01,2005,138,10,33
19,cabreor01,2005,139,8,31
19,claytro01,2005,141,2,35
19,counscr01,2005,148,9,35
19,dejesda01,2005,135,9,26
19,durhara01,2005,144,12,34
19,ellisma01,2005,137,13,28
19,everead01,2005,136,11,28
19,fordle01,2005,138,7,29
19,iguchta01,2005,142,15,31
19,mauerjo01,2005,144,9,22
19,podsesc01,2005,147,0,29
19,rodriiv01,2005,139,14,34
19,wilkebr01,2005,140,11,28
19,carroja01,2006,139,5,32
19,dejesda01,2006,145,8,27
19,eckstda01,2006,146,2,31
19,gilesma01,2006,144,11,28
19,jacksco01,2006,141,15,24
19,johnsre02,2006,147,12,30
19,kotsama01,2006,138,7,31
19,loftoke01,2006,141,3,39
19,pauliro01,2006,137,6,25
19,peraljh01,2006,146,13,24
19,podsesc01,2006,137,3,30
19,polanpl01,2006,136,4,31
19,puntoni01,2006,133,1,29
19,roberda07,2006,146,2,34
19,taverwi01,2006,147,1,25
19,vidrojo01,2006,134,7,32
19,wilsoja02,2006,148,8,29
19,bartlja01,2007,135,5,28
19,belliro01,2007,148,11,32
19,cabreme01,2007,149,8,23
19,caseyse01,2007,134,4,33
19,crispco01,2007,141,6,28
19,damonjo01,2007,144,12,34
19,derosma01,2007,147,10,32
19,eckstda01,2007,134,3,32
19,figgich01,2007,146,3,29
19,grudzma01,2007,137,6,37
19,iwamuak01,2007,140,7,28
19,johjike01,2007,139,14,31
19,lopezfe01,2007,148,9,27
19,lugoju01,2007,135,8,32
19,penato02,2007,136,2,26
19,rodriiv01,2007,141,11,36
19,theriry01,2007,143,3,28
19,wilsoja02,2007,141,12,30
19,avilemi01,2008,136,10,27
19,escobyu01,2008,148,10,26
19,francje02,2008,143,11,24
19,gomezca01,2008,149,7,23
19,millela02,2008,140,14,23
19,molinya01,2008,135,7,26
19,renteed01,2008,136,10,32
19,scutama01,2008,138,7,33
19,suzukku01,2008,148,7,25
19,uptonbj01,2008,145,9,24
19,castilu01,2009,147,1,34
19,drewst01,2009,139,12,26
19,headlch01,2009,142,12,25
19,larocan01,2009,135,12,26
19,molinya01,2009,141,6,27
19,murphda08,2009,135,12,24
19,ordonma01,2009,144,9,35
19,peraljh01,2009,148,11,27
19,pradoma01,2009,138,11,26
19,sweenry01,2009,142,6,24
19,teahema01,2009,142,12,28
19,uptonbj01,2009,135,11,25
19,winnra01,2009,141,2,35
19,aybarer01,2010,135,5,26
19,bournmi01,2010,142,2,28
19,castrst01,2010,139,3,20
19,damonjo01,2010,146,8,37
19,davisra01,2010,149,5,30
19,desmoia01,2010,141,10,25
19,gutiefr01,2010,139,12,27
19,hudsoor01,2010,133,6,33
19,keppije01,2010,148,6,30
19,lopezjo01,2010,142,10,27
19,barneda01,2011,146,2,26
19,bartlja01,2011,136,2,32
19,betanyu01,2011,140,13,29
19,bourjpe01,2011,136,12,24
19,callaal01,2011,137,6,28
19,crispco01,2011,140,8,32
19,desmoia01,2011,148,8,26
19,escobal02,2011,139,4,25
19,escobyu01,2011,149,11,29
19,ethiean01,2011,142,11,29
19,jacksau01,2011,147,10,24
19,jayjo02,2011,135,10,26
19,maybica01,2011,136,9,24
19,molinya01,2011,145,14,29
19,pennicl01,2011,136,8,27
19,pierzaj01,2011,133,8,35
19,pradoma01,2011,143,13,28
19,valenda01,2011,139,15,27
19,ackledu01,2012,137,12,24
19,barneda01,2012,139,7,27
19,deazaal01,2012,147,9,28
19,dejesda01,2012,133,9,33
19,escobyu01,2012,141,9,30
19,fowlede01,2012,136,13,26
19,jayjo02,2012,135,4,27
19,lawribr01,2012,135,11,22
19,montemi01,2012,139,15,29
19,murphda07,2012,139,15,31
19,pachejo01,2012,147,5,26
19,reverbe01,2012,150,0,24
19,spande01,2012,146,4,28
19,tejadru01,2012,134,1,23
19,aybarer01,2013,149,6,29
19,bournmi01,2013,138,6,31
19,cozarza01,2013,144,12,28
19,escobal02,2013,142,4,27
19,gardnbr01,2013,147,8,30
19,infanom01,2013,144,10,32
19,kendrho01,2013,142,13,30
19,martest01,2013,143,12,25
19,mauerjo01,2013,144,11,30
19,mclouna01,2013,137,12,32
19,navada01,2013,139,12,30
19,perezsa02,2013,145,13,23
19,scutama01,2013,145,2,38
19,suzukic01,2013,136,7,40
19,victosh01,2013,140,15,33
19,aokino01,2014,140,1,32
19,butlebi03,2014,149,9,28
19,cainlo01,2014,142,5,28
19,casteni01,2014,138,11,22
19,eatonad02,2014,146,1,26
19,hamilbi02,2014,141,6,24
19,hardyjj01,2014,142,9,32
19,hechaad01,2014,148,1,25
19,hosmeer01,2014,136,9,25
19,infanom01,2014,133,6,33
19,jeterde01,2014,149,4,40
19,martest01,2014,144,13,26
19,martile01,2014,146,7,26
19,ramirar01,2014,141,15,36
19,riosal01,2014,138,4,33
19,wrighda03,2014,144,8,32
15,benchjo01,1980,90,24,33
15,grosswa01,1980,103,14,28
15,hebneri01,1980,99,12,33
15,lezcasi01,1980,94,18,27
15,newmaje01,1980,102,15,32
15,rudijo01,1980,88,16,34
15,summech01,1980,103,17,34
15,thompja01,1980,99,17,26
15,velezot01,1980,96,20,30
15,wockejo01,1980,102,16,31
15,yastrca01,1980,100,15,41
15,aikenwi01,1981,93,17,27
15,baylodo01,1981,90,17,32
15,cartega01,1981,94,16,27
15,decindo01,1981,91,13,31
15,luzingr01,1981,100,21,31
15,murphda05,1981,91,13,25
15,murphdw01,1981,98,15,26
15,oglivbe01,1981,97,14,32
15,singlke01,1981,101,13,34
15,thomago01,1981,94,21,31
15,barfije01,1982,97,18,23
15,benchjo01,1982,103,13,35
15,hosteda01,1982,97,22,26
15,lowenjo01,1982,103,24,35
15,nettlgr01,1982,94,18,38
15,roeniga01,1982,106,21,28
15,smithre06,1982,99,18,37
15,barfije01,1983,98,27,24
15,brockgr01,1983,102,20,26
15,downibr01,1983,99,19,33
15,gibsoki01,1983,91,15,26
15,morgajo02,1983,93,16,40
15,murphdw01,1983,107,17,28
15,whitter01,1983,88,17,31
15,barfije01,1984,91,14,25
15,evansda01,1984,93,16,37
15,grichbo01,1984,93,18,35
15,hendeda01,1984,98,14,26
15,kittlro01,1984,100,32,26
15,luzingr01,1984,98,13,34
15,nettlgr01,1984,90,20,40
15,youngmi01,1984,101,17,24
15,armasto01,1985,102,23,32
15,bakerdu01,1985,92,14,36
15,brenlbo01,1985,97,19,31
15,davisgl01,1985,95,20,24
15,decindo01,1985,104,20,35
15,jonesru01,1985,90,21,30
15,kittlro01,1985,87,26,27
15,mcdowod01,1985,97,18,23
15,paglimi01,1985,91,19,25
15,smallro02,1985,100,12,33
15,thompja01,1985,97,12,31
15,virgioz02,1985,105,19,29
15,whitter01,1985,101,19,33
15,bondsba01,1986,92,16,22
15,fiskca01,1986,101,14,39
15,hendeda01,1986,93,14,28
15,jacksre01,1986,101,18,40
15,jonesru01,1986,90,17,31
15,lemonch01,1986,101,12,31
15,maldoca01,1986,102,18,26
15,matthga01,1986,96,21,36
15,phelpke01,1986,85,24,32
15,sheetla01,1986,92,18,27
15,sierrru01,1986,101,16,21
15,stubbfr01,1986,95,23,26
15,thornan01,1986,92,17,37
15,whitter01,1986,106,16,34
15,brenlbo01,1987,100,18,33
15,davisjo02,1987,106,19,31
15,decindo01,1987,106,16,37
15,esaskni01,1987,94,22,27
15,jacksbo01,1987,93,22,25
15,jamesch02,1987,105,17,25
15,lynnfr01,1987,100,23,35
15,mcdowod01,1987,98,14,25
15,mumphje01,1987,103,13,35
15,phelpke01,1987,86,27,33
15,stubbfr01,1987,90,16,27
15,armasto01,1988,100,13,35
15,benzito01,1988,103,13,25
15,bushra01,1988,103,14,30
15,esaskni01,1988,95,15,28
15,evansda01,1988,91,22,41
15,incavpe01,1988,104,22,24
15,laudnti01,1988,94,13,30
15,mullira01,1988,101,12,32
15,nokesma01,1988,96,16,25
15,paglimi01,1988,96,15,28
15,parkeda01,1988,97,12,37
15,parrila02,1988,91,15,32
15,pasquda01,1988,96,20,27
15,schmimi01,1988,97,12,39
15,whitter01,1988,100,16,36
15,barfije01,1989,106,18,30
15,brockgr01,1989,99,12,32
15,bushra01,1989,103,14,31
15,dawsoan01,1989,105,21,35
15,deerro01,1989,98,26,29
15,hallme01,1989,94,17,29
15,hrbekke01,1989,102,25,29
15,millira01,1989,98,12,28
15,parrila02,1989,103,17,33
15,snydeco02,1989,105,18,27
15,whitter01,1989,101,11,37
15,baineha01,1990,93,13,31
15,bicheda01,1990,89,15,27
15,bordepa01,1990,99,15,27
15,bostoda01,1990,100,12,27
15,breamsi01,1990,105,15,30
15,clarkja01,1990,89,25,35
15,deerro01,1990,92,27,30
15,kingje01,1990,91,14,26
15,millira01,1990,96,20,29
15,olerujo01,1990,95,14,22
15,snydeco02,1990,102,14,28
15,tettlmi01,1990,99,15,30
15,walkela01,1990,101,19,24
15,brunato01,1991,105,16,31
15,buhneja01,1991,99,27,27
15,chambwe01,1991,92,13,25
15,davisal01,1991,102,12,31
15,gomezle02,1991,91,16,25
15,jacksda03,1991,94,21,28
15,mcgwima01,1991,97,22,28
15,mitchke01,1991,95,27,29
15,parrila02,1991,87,19,35
15,reimeke01,1991,106,20,27
15,anthoer01,1992,105,19,25
15,blausje01,1992,90,14,27
15,deerro01,1992,97,32,32
15,gaettga01,1992,103,12,34
15,grubeke01,1992,102,11,30
